20071105 00:00,1.44723,1.45319,1.44441,1.45265,0,1.44729,1.45316,1.44439,1.45269,0
20071106 00:00,1.45264,1.47044,1.45158,1.46932,0,1.45269,1.47049,1.45159,1.46937,0
20071107 00:00,1.46931,1.47302,1.46136,1.46691,0,1.46937,1.47309,1.46149,1.46686,0
20071108 00:00,1.46686,1.47381,1.46453,1.47164,0,1.46686,1.47389,1.46457,1.47168,0
20071109 00:00,1.47162,1.47521,1.46323,1.46691,0,1.47168,1.47527,1.46326,1.46693,0
20071111 00:00,1.46511,1.46642,1.45842,1.45966,0,1.46512,1.46648,1.45846,1.45969,0
20071112 00:00,1.45961,1.46332,1.45202,1.45828,0,1.45966,1.46329,1.45209,1.45844,0
20071113 00:00,1.45831,1.46887,1.45723,1.46842,0,1.45844,1.46889,1.45728,1.46839,0
20071114 00:00,1.46841,1.47253,1.46271,1.46482,0,1.46843,1.47259,1.46268,1.46489,0
20071115 00:00,1.46475,1.46482,1.45813,1.46121,0,1.46479,1.46489,1.45819,1.46119,0
20071116 00:00,1.46111,1.46724,1.45893,1.46481,0,1.46117,1.46729,1.45889,1.46489,0
20071118 00:00,1.46739,1.46851,1.46212,1.46332,0,1.46739,1.46856,1.46218,1.46338,0
20071119 00:00,1.46333,1.47844,1.46263,1.47814,0,1.46339,1.47844,1.46268,1.47819,0
20071120 00:00,1.47813,1.48561,1.47703,1.48101,0,1.47819,1.48565,1.47707,1.48097,0
20071121 00:00,1.48092,1.48731,1.47761,1.48291,0,1.48097,1.48734,1.4776,1.48293,0
20071122 00:00,1.48287,1.49671,1.47921,1.48221,0,1.48288,1.49689,1.47934,1.48229,0
20071123 00:00,1.48211,1.48371,1.47852,1.48366,0,1.48219,1.48379,1.47847,1.48369,0
20071125 00:00,1.48191,1.48744,1.48051,1.48681,0,1.48199,1.48739,1.48069,1.48681,0
20071126 00:00,1.48678,1.48864,1.48157,1.48413,0,1.48679,1.48868,1.48159,1.48407,0
